SpellId;SpellNameDE;SpellNameEN
20477;Spieler beschwören;Summon Player
20478;Armageddon;Armageddon
20479;Armageddon;Armageddon
20480;Geburt;Birth
20481;Garr Rüstungschwächungszauber;Garr Armor Debuff
20483;Massiver Ausbruch;Massive Eruption
20484;Wiedergeburt;Rebirth
20506;Magmakin beschwören;Summon Magmakin
20508;Sturmangriff;Charge
20511;Drohruf;Intimidating Shout
20512;Schleichende Pest;Creeping Plague
20513;Verzauberter Resonitkristall;Enchanted Resonite Crystal
20514;Gestaltwandel von Ruul Snowhoof;Ruul Snowhoof Shapechange (DND)
20527;Ausbruch;Eruption
20528;Mor'rogal verzaubern;Mor'rogal Enchant
20529;Kapitel 1 binden;Bind Chapter 1
20530;Kapitel 2 binden;Bind Chapter 2
20531;Kapitel 3 binden;Bind Chapter 3
20532;Intensive Hitze;Intense Heat
20533;Intensive Hitze;Intense Heat
20534;Teleportieren;Teleport
20535;Blitzschlagatem;Lightning Breath
20536;Blitzschlagatem;Lightning Breath
20537;Gegenzauber;Counterspell
20539;Tödlicher Biss;Fatal Bite
20540;Schleichen der Kundschafter des Eschentals;Ashenvale Outrunner Sneak
20541;Fass!;Fetch!
20542;Statische Leitung;Static Conduit
20543;Blitzschlagatem;Lightning Breath
20545;Blitzschlagschild;Lightning Shield
20547;Spaßbombe;Fun Bomb
20549;Kriegsdonner;War Stomp
20550;Durchhaltevermögen;Endurance
20551;Naturwiderstand;Nature Resistance
20552;Grüner Daumen;Cultivation
20553;Golemaggs Vertrauen;Golemagg's Trust
20555;Regeneration;Regeneration
20557;Wildtierschlächter;Beast Slaying
20564;Elementarfeuer;Elemental Fire
20565;Magmaschlag;Magma Blast
20566;Zorn des Ragnaros;Wrath of Ragnaros
20567;Ragnaros Abtauchen Bild;Ragnaros Submerge Visual
20568;Ragnaros Auftauchen;Ragnaros Emerge
20570;Supererhitzte Flammen;Superheated Flames
20572;Kochendes Blut;Blood Fury
20573;Zähigkeit;Hardiness
20574;Axtspezialisierung;Axe Specialization
20575;Befehlsgewalt;Command
20576;Befehlsgewalt;Command
20577;Kannibalismus;Cannibalize
20578;Kannibalismus;Cannibalize
20579;Schattenwiderstand;Shadow Resistance
20582;Schnelligkeit;Quickness
20583;Naturwiderstand;Nature Resistance
20584;Geistererscheinung;Ghost
20585;Irrwischgeist;Wisp Spirit
20586;Windschnitter;Windreaper
20587;Der immervolle Becher des struppigen John;Ragged John's Neverending Cup
20589;Entfesselungskünstler;Escape Artist
20590;Der immervolle Becher des struppigen John;Ragged John's Neverending Cup
20591;Wacher Geist;Expansive Mind
20592;Arkanwiderstand;Arcane Resistance
20593;Ingenieursspezialisierung;Engineering Specialization
20594;Steingestalt;Stoneform
20595;Zielwasser;Crack Shot
20596;Frostwiderstand;Frost Resistance
20597;Schwertspezialisierung;Sword Specialization
20598;Unbeugsamkeit;The Human Spirit
20599;Diplomatie;Diplomacy
20602;Feuernova;Fire Nova
20603;Schattenschock;Shadow Shock
20604;Gedanken beherrschen;Dominate Mind
20605;Spalten;Cleave
20606;Untotentöter 15;Undead Slayer 15
20608;Reinkarnation;Reincarnation
20615;Abfangen;Intercept
20618;Teleportieren;Teleport
20619;Magiereflexion;Magic Reflection
20620;Aegis des Ragnaros;Aegis of Ragnaros
20623;Feuerschlag;Fire Blast
20626;Muschelsuppe à la Lorenhall;Undermine Clam Chowder
20627;Blitzschlagatem;Lightning Breath
20629;Ätzende Giftspucke;Corrosive Venom Spit
20630;Blitzschlagatem;Lightning Breath
20631;Medizinbeutel der Furbolgs;Furbolg Medicine Pouch
20648;Mittleres Leder;Medium Leather
20649;Schweres Leder;Heavy Leather
20650;Dickes Leder;Thick Leather
20654;Wucherwurzeln;Entangling Roots
20655;Baumrinde;Barkskin
20656;Feenfeuer;Faerie Fire
20657;Säurespucke;Acid Spit
20663;Schlaf;Sleep
20664;Verjüngung;Rejuvenation
20665;Nachwachsen;Regrowth
20666;Spalten;Cleave
20667;Ätzender Säureatem;Corrosive Acid Breath
20668;Schlafwandeln;Sleepwalk
20669;Schlaf;Sleep
20671;Phantimillusion beschwören;Summon Phantim Illusion
20672;Verblassen;Fade
20676;Intensive Hitze;Intense Heat
20677;Spalten;Cleave
20678;Feuerball;Fireball
20679;Feuerschlag;Fire Blast
20680;Blizzard;Blizzard
20681;Wasserelementare beschwören;Summon Water Elementals
20682;Teleportieren;Teleport
20683;Gerechtigkeit des Hochlords;Highlord's Justice
20684;Spalten;Cleave
20685;Sturmblitz;Storm Bolt
20686;Wegschlagen;Knock Away
20687;Sternenregen;Starfall
20688;Sengpfeil;Searing Arrow
20690;Mondfeuer;Moonfire
20691;Spalten;Cleave
20692;Feuerball;Fireball
20694;Heilige Nova;Holy Nova
20695;Heilige Pein;Holy Smite
20696;Heilige Pein;Holy Smite
20697;Machtwort: Schild;Power Word: Shield
20698;Zorn;Wrath
20699;Wucherwurzeln;Entangling Roots
20701;Verjüngung;Rejuvenation
20702;Treantverbündete beschwören;Summon Treant Allies
20705;Machtschild 500;Power Shield 500
20706;Machtwort: Schild 500;Power Word: Shield 500
20707;Seelenstein;Soulstone
20708;Emoticon Status Bereit;Emote State Ready
20709;Arkanitdietrich;Arcanite Skeleton Key
20710;Innerer Mut 20;Inner Courage 20
20711;Geist der Erlösung;Spirit of Redemption
20712;Flammenatem;Flame Breath
20713;The Way to His Heart...: Fished up Reef Shark;The Way to His Heart...: Fished up Reef Shark
20714;Feuerball;Fireball
20715;Emoticon - ZauberWirkenOmni;Emote - SpellCastOmni
20716;Sandatem;Sand Breath
20717;Sandatem;Sand Breath
20718;Emoticon - ZauberWirkenGerichtet;Emote - SpellCastDirected
20719;Katzenhafte Anmut;Feline Grace
20720;Arkanblitz;Arcane Bolt
20725;Großer Drachentöter 25;Greater Dragon Slayer 25
20726;Großer Drachentöter 25;Greater Dragon Slayer 25
20731;Wildtiertöten 15;Beast Slaying 15
20732;Angriffskraft 15;Attack Power 15
20733;Schwarzer Pfeil;Black Arrow
20735;Mehrfachschuss;Multi-Shot
20736;Ablenkender Schuss;Distracting Shot
20737;Banner beschwören;Summon Banner
20740;Gedanken beherrschen;Dominate Mind
20741;Schattenblitzsalve;Shadow Bolt Volley
20743;Blutsauger;Drain Life
20746;Karangs Banner-Aura beschwören;Summon Karang's Banner Aura
20751;Zermalmen;Maul
20753;Demoralisierendes Gebrüll;Demoralizing Roar
20754;Feuerregen;Rain of Fire
20782;Kampferfahrung;Combat Experience
20783;Banner zerstören;Destroy Banner
20784;Tamed Pet Passive 07 (DND);Tamed Pet Passive 07 (DND)
20786;Banner zerstören;Destroy Banner
20787;Feuerbrand;Immolate
20788;Gegenzauber;Counterspell
20789;Detonieren;Detonate
20790;Heilende Berührung;Healing Touch
20791;Schattenblitz;Shadow Bolt
20792;Frostblitz;Frostbolt
20793;Feuerball;Fireball
20794;Flammenstoß;Flamestrike
20795;Feuerschlag;Fire Blast
20797;Feuerball;Fireball
20798;Dämonenhaut;Demon Skin
20800;Feuerbrand;Immolate
20801;Feuerblitz;Firebolt
20802;Blitzschlag;Lightning Bolt
20804;Triage;Triage
20805;Blitzschlag;Lightning Bolt
20806;Frostblitz;Frostbolt
20807;Schattenblitz;Shadow Bolt
20808;Feuerball;Fireball
20810;Vampiraura;Vampiric Aura
20811;Feuerball;Fireball
20812;Verkrüppeln;Cripple
20813;Flammenstoß;Flamestrike
20814;Düsterwasser holen;Collect Dire Water
20815;Feuerball;Fireball
20816;Schattenblitz;Shadow Bolt
20817;Manabrand;Mana Burn
20818;Totemkorb der Fäulnisklauen beschwören;Summon Foulweald Totem Basket
20819;Frostblitz;Frostbolt
20820;Heilige Pein;Holy Smite
20821;Säurespucke;Acid Spit
20822;Frostblitz;Frostbolt
20823;Feuerball;Fireball
20824;Blitzschlag;Lightning Bolt
20825;Schattenblitz;Shadow Bolt
20826;Feuerbrand;Immolate
20827;Flammenstoß;Flamestrike
20828;Kältekegel;Cone of Cold
20829;Arkanblitz;Arcane Bolt
20830;Gedankenschlag;Mind Blast
20831;Kettenblitzschlag;Chain Lightning
20832;Feuerschlag;Fire Blast
20847;Das Löwenhorn von Sturmwind;The Lion Horn of Stormwind
20848;Flimmerkernmantel;Flarecore Mantle
20849;Flimmerkernhandschuhe;Flarecore Gloves
20853;Kernhundstiefel;Corehound Boots
20854;Schmelzhelm;Molten Helm
20855;Schwarze Drachenschuppenstiefel;Black Dragonscale Boots
20858;Dämonentöten 30;Demon Slaying 30
20864;Streitkolbenspezialisierung;Mace Specialization
20869;Frostschlag;Frost Blast
20872;Feuriger Kettengurt;Fiery Chain Girdle
20873;Feurige Kettenschultern;Fiery Chain Shoulders
20874;Dunkeleisenarmschienen;Dark Iron Bracers
20875;Rumsey Rum;Rumsey Rum
20876;Dunkeleisengamaschen;Dark Iron Leggings
20877;Wildtiertöten 15;Beast Slaying 15
20882;Dämonensklave;Enslave Demon
20883;Arkanschlag;Arcane Blast
20884;1% 1 Sek. lang betäuben;Stun 1% for 1 sec
20885;Vitalität;Vitality
20886;Dornenschaden +3;Thorns Dmg +3
20887;Dornenschaden +2;Thorns Dmg +2
20888;Dornenschaden +1;Thorns Dmg +1
20889;Dornenschaden +4;Thorns Dmg +4
20890;Dunkeleisenhäscher;Dark Iron Reaver
20891;Großer Wildtiertöter 25;Greater Beast Slayer 25
20893;Großer Wildtiertöter 25;Greater Beast Slayer 25
20895;Glyphe 'Geistbande';Glyph of Animal Bond
20897;Dunkeleisenzerstörer;Dark Iron Destroyer
20916;Mithrilkopfforelle;Mithril Head Trout
20925;Geheiligter Schild;Sacred Shield
20936;Geist der großen Heilung;Spirit of Greater Healing
20937;Hyper-Auferstehung 4 Sek.;Hyper Resurrection 4 sec
20939;Unsterbliche Seele;Undying Soul
20959;Manaregeneration erhöht;Increased Mana Regen
20969;Vitalität;Vitality
20987;Riesenjäger A;Giantstalker A
20988;Verbündeter der Natur;Nature's Ally
20989;Schlaf;Sleep
21007;Fluch der Schwäche;Curse of Weakness
21008;Spöttischer Schlag;Mocking Blow
21009;Flüchtigkeit;Elusiveness
21010;Untotenzauberschaden erhöhen 14;Increase Spell Dam Undead 14
21011;Dämonenzauberschaden erhöhen 14;Increase Spell Dam Demons 14
21012;Erhöhter Schildhandschaden 10;Increased Offhand Damage 10
21013;Angriffskraft Distanz 60;Attack Power Ranged 60
21014;Anuniaqs Netz;Anuniaq's Net
21027;Funke;Spark
21029;Thaumaturgie - Kanal;Thaumaturgy Channel
21030;Frostschock;Frost Shock
21047;Ätzende Säurespucke;Corrosive Acid Spit
21048;Fluch der Stämme;Curse of the Tribes
21049;Kampfrausch;Bloodlust
21050;Melodische Ekstase;Melodious Rapture
21051;Melodische Ekstase - Bild (DND);Melodious Rapture Visual (DND)
21052;Monty haut Ratten (DND);Monty Bashes Rats (DND)
21053;Seele fangen;Capture Soul
21054;Seele fangen;Capture Soul
21055;Rüstung zerschmettern;Crush Armor
21056;Mal von Kazzak;Mark of Kazzak
21057;Theradrimsteinling beschwören;Summon Theradrim Shardling
21058;Mal von Kazzak;Mark of Kazzak
21059;Säurespucke;Acid Spit
21060;Blenden;Blind
21061;Eitriger Atem;Putrid Breath
21062;Eitriger Atem;Putrid Breath
21063;Verdrehte Reflexion;Twisted Reflection
21064;Verdrehte Reflexion;Twisted Reflection
21066;Leerenblitz;Void Bolt
21067;Giftblitz;Poison Bolt
21068;Verderbnis;Corruption
21069;Larvenglibber;Larva Goo
21070;Giftige Wolke;Noxious Cloud
21071;Brocken;Boulder
21072;Feuerball;Fireball
21073;Arkane Explosion;Arcane Explosion
21075;Schadensschild;Damage Shield
21076;Magiebannung;Dispel Magic
21077;Schattenblitz;Shadow Bolt
21078;Milton herbeizaubern (DND);Conjure Milton (DND)
21079;Archimondes Echo;Echo of Archimonde
21080;Eitriger Atem;Putrid Breath
21081;Rüstung zerreißen;Sunder Armor
21086;Ermutigung;Encouragement
21088;Verbesserte arkane Intelligenz;Improved Arcane Intellect
21089;Vergeltendes Schmettern;Retributive Smite
21091;Vergeltendes Schmettern;Retributive Smite
21092;Kritisch Heilig erhöht;Increased Critical Holy
21093;Verbesserte Seelenstärke;Improved Fortitude
21095;Trennungsangst;Separation Anxiety
21096;Blizzard;Blizzard
21097;Manasturm;Manastorm
21098;Unterkühlen;Chill
21099;Frostatem;Frost Breath
21100;Eleganten Brief herbeizaubern;Conjure Elegant Letter
21107;Ragnaros Abtauchen Verblassen;Ragnaros Submerge Fade
21109;Vitalität;Vitality
21118;Zauberreflexion;Spell Reflection
21127;Maraudon-Portal;Maraudon Portal
21128;Maraudon-Portal;Maraudon Portal Effect
21131;Atem;Breath
21132;Atem;Breath
21133;Atem;Breath
21134;Wille von Ragnaros;Will of Ragnaros
21135;Atem;Breath
21136;Atem;Breath
21137;Atem;Breath
21138;Atem;Breath
21139;Atem;Breath
21140;Tödliche Wunde;Fatal Wound
21141;Schattenblitz;Shadow Bolt
21142;Feuerbrand;Immolation
21143;Lebkuchen;Gingerbread Cookie
21144;Winterhaucheierflip;Winter Veil Egg Nog
21147;Arkanes Vakuum;Arcane Vacuum
21149;Eierflip;Egg Nog
21150;Spieler beschwören;Summon Player
21151;Räuderipper;Gutgore Ripper
21152;Erderschütterer;Earthshaker
21153;Knochenhäschers Schneide;Bonereaver's Edge
21154;Macht von Ragnaros;Might of Ragnaros
21155;Intensive Hitze;Intense Heat
21156;Kampfhaltung Passiv;Battle Stance Passive
21157;Dunkles Kanalisieren;Dark Channeling
21158;Lavaeruption;Lava Burst
21159;Feuerball;Fireball
21160;Auge von Sulfuras;Eye of Sulfuras
21161;Sulfuronhammer;Sulfuron Hammer
21162;Feuerball;Fireball
21163;Polierte Rüstung;Polished Armor
21164;Sulfuronhammer;Sulfuron Hammer
21165;Hast;Haste
21167;Schneeball;Snowball
21168;Vitalität;Vitality
21169;Reinkarnation;Reincarnation
21170;Blutsauger;Drain Life
21171;Rysons Himmelsauge;Ryson's Eye in the Sky
21172;Griff des Befehls;Grip of Command
21174;Aura des Kampfes;Aura of Battle
21175;Spinnenwurst;Spider Sausage
21178;Bear Form Passive 2;Bear Form Passive 2
21179;Kettenblitzschlag;Chain Lightning
21180;Donnerschlag beschwören;Summon Thunderstrike
21181;Schattenschlag beschwören;Summon Shadowstrike
21185;Rückgratschnitter;Spinal Reaper
21186;Rückgratschnitter;Spinal Reaper
21187;Ruf bei den Sturmlanzen +5;Stormpike Reputation +5
21188;Betäubungsbombenangriff;Stun Bomb Attack
21189;Greifenflügelschlag;Gryphon Wing Flap
21207;Schneidereimuster - Mondstoffstiefel;Tailoring Pattern - Mooncloth Boots
21227;Feuer- & Eiskanalisierung;Fire & Ice Channeling
21228;Arkane Geschosse +1;Arcane Missiles +1
21229;Frostblitz, verbessert;Frostbolt, Improved
21230;Feuerball, verbesserter SLZ;Fireball, Improved DoT
21248;Öffnen;Opening
21249;Ruf des Nether;Call of the Nether
21267;Altar der Beschwörung herbeizaubern;Conjure Altar of Summoning
21268;Altar der Beschwörung herbeizaubern;Conjure Altar of Summoning Effect DND
21288;Öffnen;Opening
21307;Aufwallung der Seelen;Swell of Souls
21327;Drohnen des Ashischwarms beschwören;Summon Hive'Ashi Drones
21330;Verderbte Furcht;Corrupted Fear
21331;Wucherwurzeln;Entangling Roots
21332;Aspekt von Neptulon;Aspect of Neptulon
21333;Lavaatem;Lava Breath
21334;Reaktives Mana;Reactive Mana
21335;Dornen;Thorns
21336;Disharmonische Woge - Bild;Discordant Surge Visual
21337;Dornen;Thorns
21338;Furis Teufelsross herbeizaubern ATTRAPPE DND;Conjure Furis Felsteed DUMMY DND
21339;Verbessertes Gebet der Heilung;Improved Prayer of Healing
21340;Berserker;Berserk
21341;Schattenblitzsalve;Shadow Bolt Volley
21343;Schneeball;Snowball
21345;Vitalität;Vitality
21346;Vitalität;Vitality
21347;Vitalität;Vitality
21348;Vitalität;Vitality
21349;Vitalität;Vitality
21350;Vitalität;Vitality
21351;Erhöhter Betäubungswiderstand 01;Increased Stun Resist 01
21352;Verringertes Parieren 1;Decreased Parry 1
21354;Schneeball-Resistenz;Snowball Resistant
21355;Guses Signal platzieren;Planting Guse's Beacon
21356;Guses Signal herbeizaubern DND;Conjure Guse's Beacon DND
21357;Wässrige Quintessenz herstellen;Create Aqual Quintessence
21358;Rune des Geschmolzenen Kerns löschen;Aqual Quintessence - Dowse Molten Core Rune
21359;Manaregeneration erhöht;Increased Mana Regen
21360;Manaregeneration erhöht;Increased Mana Regen
21361;Manaregeneration erhöht;Increased Mana Regen
21362;Manaregeneration erhöht;Increased Mana Regen
21363;Manaregeneration erhöht;Increased Mana Regen
21364;Manaregeneration erhöht;Increased Mana Regen
21365;Manaregeneration erhöht;Increased Mana Regen
21366;Manaregeneration erhöht;Increased Mana Regen
21367;Blizzard;Blizzard
21368;Jeztors Signal herbeizaubern DND;Conjure Jeztor's Beacon DND
21369;Frostblitz;Frostbolt
21370;Jeztors Signal platzieren;Planting Jeztor's Beacon
21371;Mulvericks Signal platzieren;Planting Mulverick's Beacon
21372;Mulvericks Signal herbeizaubern DND;Conjure Mulverick's Beacon DND
21388;Waffenschmelze;Melt Weapon
21389;Feuerkanalisierung;Fire Channeling
21390;Mehrfachschuss;Multi-Shot
21391;Fährtenleser des Syndikats (MURP) DND;Syndicate Tracker (MURP) DND
21392;Feuerkanalisierung;Fire Channeling
21393;Heilgebräu;Healing Draught
21394;Heilgebräu;Healing Draught
21395;Mana wiederherstellen;Restore Mana
21396;Mana wiederherstellen;Restore Mana
21397;Fährtenleser des Syndikats (MURP) DND;Syndicate Tracker (MURP) DND
21398;Angriffsbefehl der Sturmlanzen herstellen (DND);Create Stormpike Assault Order (DND)
21399;Alchemistenstein;Alchemist Stone
21400;Alchemistenstein;Alchemist Stone
21401;Frostschock;Frost Shock
21402;Feuerball;Fireball
21425;Rysons Himmelsauge;Ryson's Eye in the Sky
21426;Angriffskraft Distanz 2;Attack Power Ranged 2
21427;Angriffskraft Distanz 5;Attack Power Ranged 5
21428;Angriffskraft Distanz 7;Attack Power Ranged 7
21429;Angriffskraft Distanz 10;Attack Power Ranged 10
21430;Angriffskraft Distanz 12;Attack Power Ranged 12
21431;Angriffskraft Distanz 14;Attack Power Ranged 14
21432;Angriffskraft Distanz 17;Attack Power Ranged 17
21433;Angriffskraft Distanz 19;Attack Power Ranged 19
21434;Angriffskraft Distanz 22;Attack Power Ranged 22
21435;Angriffskraft Distanz 24;Attack Power Ranged 24
21436;Angriffskraft Distanz 26;Attack Power Ranged 26
21437;Angriffskraft Distanz 29;Attack Power Ranged 29
21438;Angriffskraft Distanz 31;Attack Power Ranged 31
21439;Angriffskraft Distanz 34;Attack Power Ranged 34
21440;Angriffskraft Distanz 36;Attack Power Ranged 36
21441;Angriffskraft Distanz 38;Attack Power Ranged 38
21442;Angriffskraft Distanz 41;Attack Power Ranged 41
21443;Angriffskraft Distanz 43;Attack Power Ranged 43
21444;Angriffskraft Distanz 46;Attack Power Ranged 46
21445;Angriffskraft Distanz 48;Attack Power Ranged 48
21446;Angriffskraft Distanz 50;Attack Power Ranged 50
21447;Angriffskraft Distanz 53;Attack Power Ranged 53
21448;Angriffskraft Distanz 55;Attack Power Ranged 55
21449;Angriffskraft Distanz 58;Attack Power Ranged 58
21450;Angriffskraft Distanz 62;Attack Power Ranged 62
21451;Angriffskraft Distanz 65;Attack Power Ranged 65
21452;Angriffskraft Distanz 67;Attack Power Ranged 67
21453;Angriffskraft Distanz 70;Attack Power Ranged 70
21454;Angriffskraft Distanz 72;Attack Power Ranged 72
21455;Angriffskraft Distanz 74;Attack Power Ranged 74
21456;Angriffskraft Distanz 77;Attack Power Ranged 77
21457;Angriffskraft Distanz 79;Attack Power Ranged 79
21458;Angriffskraft Distanz 82;Attack Power Ranged 82
21459;Angriffskraft Distanz 84;Attack Power Ranged 84
21460;Angriffskraft Distanz 86;Attack Power Ranged 86
21461;Angriffskraft Distanz 89;Attack Power Ranged 89
21462;Angriffskraft Distanz 91;Attack Power Ranged 91
21463;Zu Spieler teleportieren;Teleport to Player
21464;Rysons Signal herbeizaubern (Horde) DND;Conjure Ryson's Beacon (Horde) DND
21465;Rysons Signal herbeizaubern (Allianz) DND;Conjure Ryson's Beacon (Alliance) DND
21499;Heiligschaden erhöhen 1;Increase Holy Dam 1
21500;Heiligschaden erhöhen 3;Increase Holy Dam 3
21501;Heiligschaden erhöhen 4;Increase Holy Dam 4
21502;Heiligschaden erhöhen 6;Increase Holy Dam 6
21503;Heiligschaden erhöhen 7;Increase Holy Dam 7
21504;Heiligschaden erhöhen 9;Increase Holy Dam 9
21505;Heiligschaden erhöhen 10;Increase Holy Dam 10
21506;Heiligschaden erhöhen 11;Increase Holy Dam 11
21507;Heiligschaden erhöhen 13;Increase Holy Dam 13
21508;Heiligschaden erhöhen 14;Increase Holy Dam 14
21509;Heiligschaden erhöhen 16;Increase Holy Dam 16
21510;Heiligschaden erhöhen 17;Increase Holy Dam 17
21511;Heiligschaden erhöhen 19;Increase Holy Dam 19
21512;Heiligschaden erhöhen 20;Increase Holy Dam 20
21513;Heiligschaden erhöhen 21;Increase Holy Dam 21
21514;Heiligschaden erhöhen 23;Increase Holy Dam 23
21515;Heiligschaden erhöhen 24;Increase Holy Dam 24
21516;Heiligschaden erhöhen 26;Increase Holy Dam 26
21517;Heiligschaden erhöhen 27;Increase Holy Dam 27
21518;Heiligschaden erhöhen 29;Increase Holy Dam 29
21519;Heiligschaden erhöhen 30;Increase Holy Dam 30
21520;Heiligschaden erhöhen 31;Increase Holy Dam 31
21521;Heiligschaden erhöhen 33;Increase Holy Dam 33
21522;Heiligschaden erhöhen 34;Increase Holy Dam 34
21523;Heiligschaden erhöhen 36;Increase Holy Dam 36
21524;Heiligschaden erhöhen 37;Increase Holy Dam 37
21525;Heiligschaden erhöhen 39;Increase Holy Dam 39
21526;Heiligschaden erhöhen 40;Increase Holy Dam 40
21527;Heiligschaden erhöhen 41;Increase Holy Dam 41
21528;Heiligschaden erhöhen 43;Increase Holy Dam 43
21529;Heiligschaden erhöhen 44;Increase Holy Dam 44
21530;Heiligschaden erhöhen 46;Increase Holy Dam 46
21531;Heiligschaden erhöhen 47;Increase Holy Dam 47
21532;Heiligschaden erhöhen 49;Increase Holy Dam 49
21533;Heiligschaden erhöhen 50;Increase Holy Dam 50
21534;Heiligschaden erhöhen 51;Increase Holy Dam 51
21535;Heiligschaden erhöhen 53;Increase Holy Dam 53
21536;Heiligschaden erhöhen 54;Increase Holy Dam 54
21537;Rysons Signal platzieren;Planting Ryson's Beacon
21538;Rysons Signal platzieren;Planting Ryson's Beacon
21539;Blockwert 02;Block Value 02
21541;Wahrsagezielfernrohr herbeizaubern (Horde) DND;Conjure Scrying Scope (Horde) DND
21542;Wahrsagezielfernrohr herbeizaubern (Allianz) DND;Conjure Scrying Scope (Alliance) DND
21543;Zu Spieler teleportieren;Teleport to Player
21544;Schredder herstellen;Create Shredder
21546;Rysons allsehendes Auge;Ryson's All Seeing Eye
21547;Sporenwolke;Spore Cloud
21549;Feuerball;Fireball
21556;Schredder kontrollieren;Control Shredder
21559;Schredderrüstungsschmelze;Shredder Armor Melt
21562;Machtwort: Seelenstärke;Power Word: Fortitude
21563;Befehlsgewalt;Command
21565;Schredder herstellen;Create Shredder
21566;Schredder kontrollieren;Control Shredder
21587;Vitalität;Vitality
21588;Vitalität;Vitality
21589;Vitalität;Vitality
21590;Vitalität;Vitality
21592;Vitalität;Vitality
21593;Vitalität;Vitality
21594;Vitalität;Vitality
21595;Vitalität;Vitality
21596;Vitalität;Vitality
21597;Vitalität;Vitality
21598;Vitalität;Vitality
21599;Vitalität;Vitality
21600;Vitalität;Vitality
21601;Vitalität;Vitality
21602;Vitalität;Vitality
21603;Vitalität;Vitality
21604;Vitalität;Vitality
21605;Vitalität;Vitality
21606;Vitalität;Vitality
21607;Vitalität;Vitality
21608;Vitalität;Vitality
21609;Vitalität;Vitality
21610;Vitalität;Vitality
21611;Vitalität;Vitality
21612;Vitalität;Vitality
21613;Vitalität;Vitality
21614;Vitalität;Vitality
21615;Vitalität;Vitality
21616;Vitalität;Vitality
21617;Vitalität;Vitality
21618;Manaregeneration erhöht;Increased Mana Regen
21619;Manaregeneration erhöht;Increased Mana Regen
21620;Manaregeneration erhöht;Increased Mana Regen
21621;Manaregeneration erhöht;Increased Mana Regen
21622;Manaregeneration erhöht;Increased Mana Regen
21623;Manaregeneration erhöht;Increased Mana Regen
21624;Manaregeneration erhöht;Increased Mana Regen
21625;Manaregeneration erhöht;Increased Mana Regen
21626;Manaregeneration erhöht;Increased Mana Regen
21627;Manaregeneration erhöht;Increased Mana Regen
21628;Manaregeneration erhöht;Increased Mana Regen
21629;Manaregeneration erhöht;Increased Mana Regen
21630;Manaregeneration erhöht;Increased Mana Regen
21631;Manaregeneration erhöht;Increased Mana Regen
21632;Manaregeneration erhöht;Increased Mana Regen
21633;Manaregeneration erhöht;Increased Mana Regen
21634;Manaregeneration erhöht;Increased Mana Regen
21635;Manaregeneration erhöht;Increased Mana Regen
21636;Manaregeneration erhöht;Increased Mana Regen
21637;Manaregeneration erhöht;Increased Mana Regen
21638;Manaregeneration erhöht;Increased Mana Regen
21639;Manaregeneration erhöht;Increased Mana Regen
21640;Manaregeneration erhöht;Increased Mana Regen
21641;Manaregeneration erhöht;Increased Mana Regen
21642;Manaregeneration erhöht;Increased Mana Regen
21643;Manaregeneration erhöht;Increased Mana Regen
21644;Manaregeneration erhöht;Increased Mana Regen
21645;Virulentes Gift Proc;Virulent Poison Proc
21646;Kreis des Rufens herbeizaubern;Conjure Circle of Calling
21647;Ruf bei den Frostwölfen +5;Frostwolf Reputation +5
21648;Ivus anrufen;Call to Ivus
21649;Ivus Teleporter Bild DND;Ivus Teleport Visual DND
21650;Bauwerksfeuer;Building Fire
21651;Öffnen;Opening
21652;Schließen;Closing
21653;Vipore-Katzengestalt DND;Vipore Cat Form DND
21654;Angriffsbefehle der Frostwölfe herstellen;Create Frostwolf Assault Order (DND)
21655;Blinzeln;Blink
21667;Zorn;Wrath
21668;Sternenfeuer;Starfire
21669;Mondfeuer;Moonfire
21670;Feenfeuer;Faerie Fire
21687;Toxische Salve;Toxic Volley
21688;Goblinlandmine;Goblin Land Mine
21707;Noxxions Brut beschwören;Summon Noxxion's Spawns
21708;Noxxions Brut beschwören;Summon Noxxion's Spawns
21728;Ichmans Signal platzieren;Planting Ichman's Beacon
21729;Slidores Signal platzieren;Planting Slidore's Beacon
21730;Vipores Signal platzieren;Planting Vipore's Beacon
21731;Ichmans Signal herbeizaubern DND;Conjure Ichman's Beacon DND
21732;Slidores Signal herbeizaubern DND;Conjure Slidore's Beacon DND
21734;Vipores Signal herbeizaubern DND;Conjure Vipore's Beacon DND
21735;Vipores Signal herbeizaubern DND;Conjure Vipore's Beacon DND
21737;Regelmäßiges Wegschlagen;Periodic Knock Away
21741;Dämonischer Verbündeter;Demonic Ally
21744;Geist des Segens;Spirit of Blessing
21745;Knochengreif;Bone Gryphon
21747;Rechtbringer;Lawbringer
21748;Dornensalve;Thorn Volley
21749;Dornensalve;Thorn Volley
21787;Tödliches Gift;Deadly Poison
21788;Tödliches Gift;Deadly Poison
21790;Wasserstrahl;Aqua Jet
21791;Gelassenheit;Tranquility
21793;Verdrehte Gelassenheit;Twisted Tranquility
21794;Frostwolfmaulkorb;Frostwolf Muzzle
21807;Zorn;Wrath
21808;Felssturz;Landslide
21809;Theradrimsteinling beschwören;Summon Theradrim Shardling
21829;Ruf bei den Sturmlanzen +2;Stormpike Reputation +2
21831;Verbessertes Verwunden;Improved Rend
21832;Brocken;Boulder
21833;Goblindrachenwerfer;Goblin Dragon Gun
21834;Gizlocks Attrappe;Gizlock's Dummy
