AchievementId;NameDE;NameEN;DescriptionDE;DescriptionEN;CategoryId;SpellId
156;Territoriale Vorherrschaft;Territorial Dominance;Gewinnt 10 Schlachten im Arathibecken, während Ihr 5 Flaggen kontrolliert.;Win 10 Arathi Basin matches while controlling all 5 flags.;3452
201;Motivation der Kriegshymne;Warsong Expedience;Gewinnt in der Kriegshymnenschlucht in weniger als 7 Minuten.;Win Warsong Gulch in under 7 minutes.;3389
226;Der Alteracblitz;The Alterac Blitz;Gewinnt im Alteractal innerhalb von 6 Minuten.;Win Alterac Valley in 6 minutes.;3380
332;Teuerste verkaufte Auktion;Most expensive auction sold;Teuerste verkaufte Auktion;Most expensive auction sold;4
482;Feste Drak'Tharon;Drak'Tharon Keep;Bezwingt die Bosse in der Feste Drak'Tharon.;Defeat the bosses in Drak'Tharon Keep.;3233
566;Das Seuchenviertel (10 Spieler);The Plague Quarter (10 player);Bezwingt die Bosse im Seuchenviertel von Naxxramas im 10-Spieler-Modus.;Defeat the bosses of The Plague Quarter of Naxxramas in 10-player mode.;2997
587;Stürmischer Attentäter;Stormy Assassin;Erringt fünf ehrenhafte Siege an jeder Basis in einer einzigen Schlacht im Auge des Sturms.;In a single Eye of the Storm battle, get 5 honorable kills at each of the bases.;2837
636;Hügel der Klingenhauer;Razorfen Downs;Bezwingt Amnennar den Kältebringer.;Defeat Amnennar the Coldbringer.;3655
654;Schattenlabyrinth;Shadow Labyrinth;Bezwingt Murmur.;Defeat Murmur.;3825
845;Erkundet das Eschental;Explore Ashenvale;Erkundet das Eschental und deckt die unbekannten Bereiche der Weltkarte auf.;Explore Ashenvale, revealing the covered areas of the world map.;3543
858;Erkundet die Geisterlande;Explore Ghostlands;Erkundet die Geisterlande und deckt die unbekannten Bereiche der Weltkarte auf.;Explore Ghostlands, revealing the covered areas of the world map.;3540
901;Mag'har von Draenor;Mag'har of Draenor;Erreicht bei den Mag'har den Status ehrfürchtig.;Earn Exalted status with The Mag'har.;2208
937;Elunes Segen;Elune's Blessing;Schließt die Quest 'Elunes Segen' ab, indem Ihr Omen bezwingt.;Complete the Elune's Blessing quest by defeating Omen.;2821
973;5 tägliche Quests abgeschlossen;5 Daily Quests Complete;Schließt 5 tägliche Quests ab.;Complete 5 daily quests.;3424
1010;Nordendwächter;Northrend Vanguard;Erreicht einen ehrfürchtigen Ruf beim Argentumkreuzzug, dem Wyrmruhpakt, den Kirin Tor und den Rittern der Schwarzen Klinge.;Gain Exalted reputation with the Argent Crusade, Wyrmrest Accord, Kirin Tor and Knights of the Ebon Blade.;2207
1014;35 ehrfürchtige Fraktionen;35 Exalted Reputations;Erreicht bei 35 Fraktionen einen ehrfürchtigen Ruf.;Raise 35 reputations to Exalted.;3603
1041;Fauliges Schlottern;Rotten Hallow;Ruiniert die Schlotternächte für die Allianz und durchkreuzt ihre Versuche, die Feierlichkeiten der Horde zu stören, indem Ihr die folgenden Quests abschließt.;Ruin Hallow's End for the Alliance and foil their attempts to wreck the Horde celebration by completing the following quests.;3480
1075;Siege über Murmur (Schattenlabyrinth);Murmur kills (Shadow Labyrinth);Siege über Murmur (Schattenlabyrinth);Murmur kills (Shadow Labyrinth);2793
1109;Ehrenhafte Siege bei 5vs5-Arenakämpfen;5v5 Arena Honorable Kills;Ehrenhafte Siege bei 5vs5-Arenakämpfen;5v5 Arena Honorable Kills;1
1159;Nur wir Zwei: 2.200;Just the Two of Us: 2200;Erreicht eine persönliche Wertung von 2.200 in der 2vs2-Sparte der Arena.;Earn a 2200 personal rating in the 2v2 bracket of the arena.;3036
1186;Nieder mit den Dunkeleisenzwergen;Down With The Dark Iron;Verteidigt das Braufestlager vor dem Angriff der Dunkeleisenzwerge und schließt die Quest 'Dieses eine Mal, als ich betrunken war...', ab.;Defend the Brewfest camp from the Dark Iron attack and complete the quest, "This One Time, When I Was Drunk...";3072
1193;Auf schmalem Grat;On the Blade's Edge;Schließt 86 Quests im Schergrat ab.;Complete 86 quests in Blade's Edge Mountains.;3549
1234;Siege über den Propheten Tharon'ja (Feste Drak'Tharon);The Prophet Tharon'ja kills (Drak'Tharon Keep);Siege über den Propheten Tharon'ja (Feste Drak'Tharon);The Prophet Tharon'ja kills (Drak'Tharon Keep);2912
1257;Der Schrottsammler;The Scavenger;Fischt erfolgreich in jedem der unten aufgelisteten Trümmerteile.;Successfully fish in each of the junk nodes listed below.;3068
1270;Erkundet Eiskrone;Explore Icecrown;Erkundet Eiskrone und deckt die unbekannten Bereiche der Weltkarte auf.;Explore Icecrown, revealing the covered areas of the world map.;3473
1283;Klassischer Dungeonmeister;Classic Dungeonmaster;Schließt die unten aufgelisteten klassischen Dungeonerfolge ab.;Complete the classic dungeon achievements listed below.;1949
1302;Verschiedene Manatränke benutzt;Different mana potions used;Verschiedene Manatränke benutzt;Different mana potions used;1
1312;Verflucht selten;Bloody Rare;Tötet jede der unten aufgelisteten, extrem seltenen und schwer zu findenden Kreaturen der Scherbenwelt.;Kill all of the extremely rare and hard to find Outland creatures listed below.;134
1494;Todesstöße bei 5vs5-Arenakämpfen;5v5 Arena Killing Blows;Todesstöße bei 5vs5-Arenakämpfen;5v5 Arena Killing Blows;1
1544;Höchste Ingenieursfertigkeit;Highest Engineering skill;Höchste Ingenieursfertigkeit;Highest Engineering skill;1
1656;Geschlottert werde dein Name;Hallowed Be Thy Name;Schließt die unten aufgelisteten Schlotternächte-Erfolge ab.;Complete the Hallow's End achievements listed below.;3514
1687;Leise rieselt der Schnee;Let It Snow;Lasst während des Winterhauchfests eine Handvoll Schneeflocken auf jede der unten aufgelisteten Volks-/Klassenkombinationen rieseln.;During the Feast of Winter Veil, use a Handful of Snowflakes on each of the race/class combinations listed below.;976
1694;Das reizende Glück ist auf Eurer Seite;Lovely Luck Is On Your Side;Öffnet einen reizenden Kleiderkarton und erhaltet ein reizendes schwarzes Kleid.;Open a Lovely Dress Box and receive a Lovely Black Dress.;3193
1751;Aus dem Sattel pusten;Didn't Stand a Chance;Tötet 20 berittene Spieler mit einer Turmkanone.;Kill 20 mounted players using a tower cannon.;3434
1762;Ohne einen Kratzer;Not Even a Scratch;Gewinnt eine Schlacht am Strand der Uralten, ohne dabei Belagerungsmaschinen zu verlieren.;Win a Strand of the Ancients battle without losing any siege vehicles.;457
2420;Nobelgarten;Noble Garden;Versteckt ein bunt gefärbtes Ei in Silbermond.;Hide a Brightly Colored Egg in Silvermoon City.;3329
2778;Champion der Exodar;Champion of the Exodar;Erhaltet das Recht, die Exodar beim Argentumturnier zu vertreten.;Earn the right to represent the Exodar in the Argent Tournament.;3796
3597;Pilgerfortschritt;Pilgrim's Progress;Schließt jede tägliche Quest des Pilgerfreudenfests ab;Complete each of the Pilgrim's Bounty dailies.;3966
3848;Bombig!;A-bomb-inable;Nutzt in einer einzigen Schlacht um die Insel der Eroberung 5 Zephyriumbomben gegen die Tore der Feinde.;In a single Isle of Conquest battle, use 5 Seaforium Bombs on the enemy gates.;2565
4826;Stufe 85;Level 85;Erreicht Stufe 85.;Reach level 85.;4646
4840;Grim Batol;Grim Batol;Bezwingt Erudax in Grim Batol.;Defeat Erudax in Grim Batol.;4492
4897;Quests im Hinterland;Hinterlands Quests;Schließt 30 Quests im Hinterland ab.;Complete 30 quests in the Hinterlands.;3556
4914;Rund um die Uhr schaffen;Working Around the Clock;Erlangt 525 Fertigkeitspunkte in zwei Hauptberufen.;Obtain 525 skill points in two primary professions.;162
4931;Quests im Teufelswald;Felwood Quests;Schließt 55 Quests im Teufelswald ab.;Complete 55 quests in Felwood.;3538
4959;Vorsicht vor dem „Unschlagbaren“? Pterodactylus;Beware of the 'Unbeatable?' Pterodactyl;Schließt die Tjostquests in Hyjal bis hin zu und einschließlich „Eierwelle“ ab.;Complete the jousting quests in Mount Hyjal up to and including Egg Wave.;370
5026;Dinnerparty;Dinner Party;Richtet 1.500 Festmahle an.;Place 1,500 Feasts.;5128
5045;Gilde: Hügel der Klingenhauer;Razorfen Downs Guild Run;Bezwingt Amnennar den Kältebringer, während Ihr in einer Gildengruppe seid.;Defeat Amnennar the Coldbringer while in a guild group.;3655
5075;Gilde - Heroisch: Schattenlabyrinth;Heroic: Shadow Labyrinth Guild Run;Bezwingt Murmur auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid;Defeat Murmur on Heroic Difficulty while in a guild group.;3825
5103;Gilde - Heroisch: Hallen der Blitze;Heroic: Halls of Lightning Guild Run;Bezwingt Loken auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;Defeat Loken on Heroic Difficulty while in a guild group.;3242
5116;Heroisch: Nefarian;Heroic: Nefarian;Bezwingt Nefarian im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Nefarian in Blackwing Descent on Heroic Difficulty.;5077
5142;Gilde - Heroisch: Burg Schattenfang;Heroic: Shadowfang Keep Guild Run;Bezwingt Lord Godfrey in Burg Schattenfang auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;Defeat Lord Godfrey in Shadowfang Keep on Heroic difficulty while in a guild group.;4838
5145;Dungeondiplomat;Dungeon Diplomat;Erreicht bei den unten aufgelisteten Dungeons einen ehrfürchtigen Ruf.;Earn Exalted with the dungeon reputations listed below.;5220
5176;Gnomenschlächter;Gnome Slayer;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Gnomenklassen mit der Stufe 85 oder höher.;Get an honorable kill on a level 85 or greater Gnome of each of the classes listed below.;4804
5226;Auf Wolke sieben;Cloud Nine;Erobert in einer einzigen Schlacht auf den Zwillingsgipfeln insgesamt 9 Flaggen und bringt sie zurück.;In a single Twin Peaks battle, capture and return a total of 9 flags.;5159
5236;Schlachten um Gilneas;Battle for Gilneas battles;Schlachten um Gilneas;Battle for Gilneas battles;1
5253;Alles im Griff;Full Coverage;Gewinnt 10 Schlachten um Gilneas, während Ihr alle 3 Flaggen kontrolliert.;Win 10 Battles for Gilneas while controlling all 3 flags.;3482
5269;Im Dienste der Horde;In Service of the Horde;Gewinnt ein gewertetes Schlachtfeld.;Win a rated battleground.;1703
5420;Das läppert sich ganz schön zusammen;It All Really Adds Up;Gebt 100.000 Gold für Reparaturen von Gildenmitgliedern aus.;Spend 100,000 gold on guildmember repairs.;4789
5435;Gildenkriegsherren;Guild Generals;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Kriegsherr(in)'.;Earn the General title on all of the classes below.;3355
5463;Gilde - Heroisch: Al'Akir;Heroic: Al'Akir Guild Run;Bezwingt Al'Akir im Thron der Vier Winde auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;Defeat Al'Akir in the Throne of the Four Winds on Heroic difficulty while in a guild group.;3825
5469;Ausgräberfürst;Diggerer;Findet 50 einzigartige gewöhnliche Artefakte.;Find 50 unique common artifacts.;4998
5480;Aufs Schlimmste vorbereiten;Preparing for Disaster;Erstellt 500 dichte Glutseidenverbände.;Create 500 Dense Embersilk Bandages.;5135
5486;Held von Tol Barad;Tol Barad All-Star;Erringt 10 ehrenhafte Siege in der Eisernen Garnison, der Hüterwacht und der Erzraffinerie.;Get 10 honorable kills at the Ironclad Garrison, Warden's Vigil, and Slagworks.;4337
5542;1000 Eroberungspunkte;1000 Conquest Points;Verdient 1000 Eroberungspunkte;Earn 1000 Conquest Points;3387
5732;Siege über Erudax (Grim Batol);Erudax kills (Grim Batol);;;1
5827;Rächer des Hyjal;Avengers of Hyjal;Erreicht bei den Rächern des Hyjal den Status ehrfürchtig.;Earn Exalted status with the Avengers of Hyjal.;5521
6026;Jahrmarktsfestmahl;Fairegoer's Feast;Trinkt und esst alle vom Dunkelmond-Jahrmarkt angebotenen Spezialitäten.;Consume one of every Darkmoon food and drink.;2485
6141;Siege über Amnennar der Kältebringer (Hügel der Klingenhauer);Amnennar the Coldbringer kills (Razorfen Downs);;;1
6540;Gar nicht schnöde, diese Öde;Dread Haste Makes Dread Waste;Schließt die unten aufgelisteten Geschichtsstränge in der Schreckensöde ab.;Complete the Dread Wastes storylines listed below.;6458
6583;Beginnermeute;Rookie Pet Mob;Bringt 75 Haustiere auf Stufe 10.;Raise 75 pets to level 10.;6723
6597;Meisterlicher Haustierraufbold;Master Pet Brawler;Gewinnt 250 Haustierkämpfe gegen andere Spieler.;Win 250 PvP pet battles.;6636
6601;Die Zähmung der Wildnis;Taming the Wild;Bezwingt einen Meistertierzähmer.;Defeat a master pet tamer.;6634
6680;Erster Sieg über den Willen des Kaisers des Realms!;Realm First! Will of the Emperor;Erste Gilde auf dem Realm, die die Begegnung "Der Wille des Kaisers" im Moghu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch' in einer Gildengruppe bezwungen hat.;First guild on the realm to defeat the Will of the Emperor encounter in Mogu'shan Vaults on Heroic difficulty while in a guild group.;6333
6681;Gilde: Dungeonheld von Pandaria;Guild Pandaria Dungeon Hero;Schließt die unten aufgelisteten heroischen Pandaria-Dungeonerfolge ab, während Ihr in einer Gildengruppe seid.;Complete the heroic Pandaria dungeon achievements listed below while in a guild group.;6064
6720;Heroisch: Feng der Verfluchte;Heroic: Feng the Accursed;Bezwingt Feng den Verfluchten im Mogu'shangewölbe auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Feng the Accursed in Mogu'shan Vaults on Heroic difficulty.;6329
6743;Erster Stufe-90-Druide des Realms!;Realm First! Level 90 Druid;Erster Druide des Realms, der Stufe 90 erreicht hat.;First druid on the realm to achieve level 90.;261
6759;Heroisch: Das Tor der Untergehenden Sonne;Heroic: Gate of the Setting Sun;Bezwingt Raigonn am Tor der Untergehenden Sonne auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Raigonn in Gate of the Setting Sun on Heroic Difficulty.;6126
6772;Gilde - Heroisch: Die Belagerung des Niuzaotempels;Heroic: Siege of Niuzao Temple Guild Run;Bezwingt Schwadronsführer Ner'onok in der Belagerung des Niuzaotempels auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;Defeat Wing Leader Ner'onok in Siege of Niuzao Temple on Heroic Difficulty while in a guild group.;6305
6783;Siege über Raigonn (Das Tor der Untergehenden Sonne, Heroisch);Raigonn kills (Heroic Gate of the Setting Sun);;;1
6892;Herausforderer des Moghu'shanpalastes;Mogu'shan Palace Challenger;Schließt den Herausforderungsmodus des Mogu'shanpalastes ab.;Complete the Mogu'shan Palace Challenge Mode.;7957
6980;Held des Tempels von Katmogu;Temple of Kotmogu All-Star;Haltet in einer einzigen Schlacht um den Tempel von Katmogu vier Kugeln der Macht und tötet vier Gegner, die eine Kugel der Macht halten.;Hold four Orbs of Power and kill four enemies who are holding an Orb of Power in a single Temple of Kotmogu match.;3724
7102;Begleitservice;Escort Service;Erobert 100 Minenloren in der Silberbruchmine.;Capture 100 mine carts in Silvershard Mines.;4209
7256;Tode im Tempel von Katmogu;Deaths in Temple of Kotmogu;Tode im Tempel von Katmogu;Deaths in Temple of Kotmogu;1
7258;Sechsertruppe;Party of Six;Beendet Ein Sturm braut sich zusammen, während alle sechs Donnerpfotenwächter am Leben sind.;Finish A Brewing Storm with all six Thunderpaw Guardians still alive.;5807
7301;Meister des Woks;Master of the Wok;Erlangt 600 Fertigkeitspunkte im Weg des Woks.;Obtain 600 skill points in the Way of the Wok.;1467
7500;Ich brauche mehr Leinen;Going to Need More Leashes;Sammelt 250 einzigartige Haustiere.;Collect 250 unique pets.;1522
7518;Wanderer, Träumer und Ihr;Wanderers, Dreamers, and You;Besucht die Eröffnungs- oder die Schlussfeier des Wanderfests.;Attend the opening or closing ceremonies of the Wanderer's Festival.;6219
8023;Erwecker;Wakener;Werdet ehrenhalber zum Getreuen der Klaxxi ernannt, indem ihr die unten aufgelisteten Erfolge abschließt.;Become an honorary Klaxxi Paragon by completing the achievements listed below.;6492
8045;Flammenbewahrer Pandarias;Flame Warden of Pandaria;Ehrt die Flammen Pandarias.;Honor the flames of Pandaria.;1923
8137;Gilde: Nalak;Nalak Guild Run;Bezwingt Nalak den Sturmfürsten auf der Insel des Donners, während Ihr Euch in einer Schlachtzugsgruppe mit mindestens 8 Gildenmitgliedern befindet.;Defeat Nalak, the Storm Lord, on the Isle of Thunder while in a raid with at least 8 guild members.;2141
8340;Verkloppt Eure Sammlung;Deck Your Collection;Besiegt die unten aufgelisteten Grubenkampfbosse.;Defeat the following Brawler's Guild bosses.;7675
8358;Held der Tiefenwindschlucht;Deepwind Gorge All-Star;Greift in einer einzigen Schlacht um die Tiefenwindschlucht eine Mine an, verteidigt eine Mine, erobert einen Minenwagen und bringt einen Minenwagen zurück.;Assault a mine, Defend a mine, Capture a mine cart and Return a mine cart in a single Deepwind Gorge match.;2729
8497;Feuerprobe: Goldener Schutz;Proving Yourself: Gold Tank;Schließt die Feuerprobe: Grundlagen - Schutz (Gold) erfolgreich ab.;Successfully complete the Basic Tank (Gold) trial at the Proving Grounds.;6259
39;Ab ins Becken;Into the Basin;Schließt 75 Quests des Sholazarbeckens ab.;Complete 75 quests in Sholazar Basin.;3341
104;Siege im Zirkel des Blutes;Circle of Blood victories;Siege im Zirkel des Blutes;Circle of Blood victories;4
141;Ultimative Triage;Ultimate Triage;Verbindet einen Spieler bei einer Gesundheit von weniger als 5% mit einem schweren Froststoffverband oder jeglichem Glutseiden- oder Windwollverband.;Use a Heavy Frostweave Bandage, or any Embersilk or Windwool Bandage, to heal a player who has less than 5% health.;2741
150;Der angelnde Diplomat;The Fishing Diplomat;Bekommt etwas in Orgrimmar und Sturmwind an den Haken.;Fish something up in Orgrimmar and Stormwind.;2737
159;Auf die Schnelle;Let's Get This Done;Gewinnt im Arathibecken in 6 Minuten.;Win Arathi Basin in 6 minutes.;3383
204;Aus Stahl;Ironman;Ergreift und erobert in einer einzigen Schlacht in der Kriegshymnenschlucht die Flagge 3-mal, ohne zu sterben.;In a single Warsong Gulch battle, carry and capture the flag 3 times without dying.;3482
223;Die kranke Gazelle;The Sickly Gazelle;Tötet einen Gegner auf dem Feld des Kampfes im Alteractal, bevor er absteigt.;In Alterac Valley, kill an enemy in the Field of Strife before they dismount.;3434
293;Öffentliche Ruhestörung;Disturbing the Peace;Zieht Euch 3 Braufestkleidungsstücke an, sorgt dafür, dass Ihr sternhagelvoll seid, und tanzt in Dalaran.;While wearing 3 pieces of Brewfest clothing, get completely smashed and dance in Dalaran.;2518
402;Dreierbande: 1.550;Three's Company: 1550;Erreicht eine persönliche Wertung von 1.550 in der 3vs3-Sparte der Arena.;Earn a 1550 personal rating in the 3v3 bracket of the arena.;3050
465;Erster Stufe-80-Paladin des Realms!;Realm First! Level 80 Paladin;Erster Paladin des Realms, der Stufe 80 erreicht hat.;First paladin on the realm to achieve level 80.;25
493;Heroisch: Feste Drak'Tharon;Heroic: Drak'Tharon Keep;Bezwingt die Bosse der Feste Drak'Tharon auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat the Drak'Tharon Keep bosses on Heroic Difficulty.;3234
567;Das Seuchenviertel (25 Spieler);The Plague Quarter (25 player);Bezwingt die Bosse im Seuchenviertel von Naxxramas im 25-Spieler-Modus.;Defeat the bosses of The Plague Quarter of Naxxramas in 25-player mode.;2997
655;Öffnung des Dunklen Portals;Opening of the Dark Portal;Bezwingt Aeonus.;Defeat Aeonus.;3826
780;Erkundet das Rotkammgebirge;Explore Redridge Mountains;Erkundet das Rotkammgebirge und deckt die unbekannten Bereiche der Weltkarte auf.;Explore Redridge Mountains, revealing the covered areas of the world map.;3565
846;Erkundet Tausend Nadeln;Explore Thousand Needles;Erkundet Tausend Nadeln und deckt die unbekannten Bereiche der Weltkarte auf.;Explore Thousand Needles, revealing the covered areas of the world map.;3580
902;Ehrfurchtgebietender Offizier;Chief Exalted Officer;Erreicht beim Konsortium den Status ehrfürchtig.;Earn Exalted status with The Consortium.;2558
921;Gold von Händlern;Gold from vendors;Gold von Händlern;Gold from vendors;1
923;Elixiere verbraucht;Elixirs consumed;Elixiere verbraucht;Elixirs consumed;1
974;50 tägliche Quests abgeschlossen;50 Daily Quests Complete;Schließt 50 tägliche Quests ab.;Complete 50 daily quests.;3425
1011;Die Winde des Nordens;The Winds of the North;Erreicht einen ehrfürchtigen Ruf bei der Expedition der Horde.;Gain Exalted reputation with the Horde Expedition.;2625
1015;40 ehrfürchtige Fraktionen;40 Exalted Reputations;Erreicht bei 40 Fraktionen einen ehrfürchtigen Ruf.;Raise 40 reputations to Exalted.;3602
1034;Die Feuer von Azeroth;The Fires of Azeroth;Schließt die Flammenwächtererfolge ab.;Complete the Flame Warden achievements.;12
1076;Siege über Aeonus (Öffnung des Dunklen Portals);Aeonus kills (Opening of the Dark Portal);Siege über Aeonus (Öffnung des Dunklen Portals);Aeonus kills (Opening of the Dark Portal);1699
1113;Ehrenhafte Siege im Alteractal;Alterac Valley Honorable Kills;Ehrenhafte Siege im Alteractal;Alterac Valley Honorable Kills;1
1194;In den Nether;Into the Nether;Schließt 120 Quests im Nethersturm ab.;Complete 120 quests in Netherstorm.;3564
1258;Nimm 'ne Beruhigungspille;Take a Chill Pill;Tötet im Auge des Sturms einen Spieler, der unter dem Berserkerzauber steht.;In Eye of the Storm, kill a player who is under the effects of the Berserker power-up.;3423
1261;G.N.E.R.D.-Zorn;G.N.E.R.D. Rage;Erringt 10 ehrenhafte Siege, während Ihr unter dem Einfluss des G.N.E.R.D.-Stärkungszaubers steht. Das ist ein Schlag ins Gesicht!;Earn 10 honorable kills while under the influence of the G.N.E.R.D. buff. It's a slap in the face!;2006
1285;Klassischer Schlachtzugsmeister;Classic Raider;Schließt die unten aufgelisteten klassischen Schlachtzugserfolge ab.;Complete the classic raid achievements listed below.;3203
1495;Todesstöße im Alteractal;Alterac Valley Killing Blows;Todesstöße im Alteractal;Alterac Valley Killing Blows;1
1508;Siege über den Propheten Tharon'ja (Heroisch: Feste Drak'Tharon);The Prophet Tharon'ja kills (Heroic Drak'Tharon Keep);Siege über den Propheten Tharon'ja (Heroisch: Feste Drak'Tharon);The Prophet Tharon'ja kills (Heroic Drak'Tharon Keep);2912
1518;Gefangene Fische;Fish caught;Gefangene Fische;Fish caught;1
1685;Brüderliche Weihnacht;Bros. Before Ho Ho Ho's;Wendet während des Winterhauchfests einen Mistelzweig auf die Horden-„Brüder“ an.;Use Mistletoe on the Horde "Brothers" during the Feast of Winter Veil.;1793
1703;Sag's mit Rosen;My Love is Like a Red, Red Rose;Erhaltet während der 'Liebe liegt in der Luft'-Feierlichkeiten einen roten oder ebenholzfarbenen Rosenstrauß.;Obtain a Bouquet of Red or Ebon Roses during the Love is in the Air celebration.;1937
1734;Erlernte Ingenieurskunstschemata;Engineering Schematics learned;Erlernte Ingenieurskunstschemata;Engineering Schematics learned;4
1770;10-Spieler-Bosse in Wrath of the Lich King getötet;Lich King 10-player bosses defeated;10-Spieler-Bosse in Nordend getötet;Lich King 10-player bosses killed;1
2080;Schwarzes Kriegsmammut;Black War Mammoth;Erhaltet ein schwarzes Kriegsmammut.;Obtain a Black War Mammoth.;3444
2192;Ohne einen Kratzer;Not Even a Scratch;Gewinnt eine Schlacht am Strand der Uralten, ohne dabei Belagerungsmaschinen zu verlieren.;Win a Strand of the Ancients battle without losing any siege vehicles.;457
2256;Enttarnung im Norden;Northern Exposure;Tötet eine der unten aufgelisteten, extrem seltenen und schwer zu findenden Kreaturen von Nordend.;Kill one of the extremely rare and hard to find Northrend creatures listed below.;3637
2421;Nobelgarten;Noble Garden;Versteckt ein bunt gefärbtes Ei in Sturmwind.;Hide a Brightly Colored Egg in Stormwind City.;3329
2761;Ehrfurchtgebietender Champion der Exodar;Exalted Champion of the Exodar;Erreicht in der Exodar den Status ehrfürchtig und das Recht, die Exodar beim Argentumturnier zu vertreten.;Earn exalted status with and the right to represent the Exodar in the Argent Tournament.;3796
3456;Des toten Manns Party;Dead Man's Party;Tanzt mit Catrina, um während des Tages der Toten zu einem Skelett zu werden.;Dance with Catrina to become a skeleton during the Day of the Dead.;3932
3558;Teilen macht Freude;Sharing is Caring;Reicht am reich gedeckten Tisch eine Portion von jedem Mahl herum.;Pass one of every dish at a Bountiful Table.;79
3849;Bombastisch!;A-bomb-ination;Nutzt in einer einzigen Schlacht um die Insel der Eroberung 5 riesige Zephyriumbomben gegen die Tore der Feinde.;In a single Isle of Conquest battle, use 5 Huge Seaforium Bombs on the enemy gates.;1755
4899;Quests in Loch Modan und im Sumpfland;Loch Modan and Wetlands Quests;Schließt insgesamt 85 Quests in Loch Modan und im Sumpfland ab.;Complete 85 total quests in Loch Modan and Wetlands.;3558
4932;Quests in Feralas;Feralas Quests;Schließt 40 Quests in Feralas ab.;Complete 40 quests in Feralas.;3539
4988;Gildenruhm des Kataklysmus-Schlachtzüglers;Guild Glory of the Cataclysm Raider;Schließt die unten aufgelisteten Cataclysm-Schlachtzugserfolge ab, während Ihr in einer Gildengruppe seid.;Complete the Cataclysm raid achievements listed below while in a guild group.;4173
5062;Heroisch: Grim Batol;Heroic: Grim Batol;Bezwingt Erudax in Grim Batol auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Erudax in Grim Batol on Heroic Difficulty.;4492
5076;Gilde - Heroisch: Öffnung des Dunklen Portals;Heroic: Opening of the Dark Portal Guild Run;Bezwingt Aeonus auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;Defeat Aeonus on Heroic Difficulty while in a guild group.;3826
5104;Gilde - Heroisch: Oculus;Heroic: The Oculus Guild Run;Bezwingt Leywächter Eregos auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;Defeat Ley-Guardian Eregos on Heroic Difficulty while in a guild group.;3244
5118;Heroisch: Halfus Wyrmbrecher;Heroic: Halfus Wyrmbreaker;Bezwingt Halfus Wyrmbrecher in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch'.;Defeat Halfus Wyrmbreaker in the Bastion of Twilight on Heroic Difficulty.;5088
5127;Schlachtzugsdiplomat;Raid Representation;Erreicht bei den unten aufgelisteten Schlachtzügen einen ehrfürchtigen Ruf.;Earn Exalted with the raid reputations listed below.;5236
5177;Draeneischlächter;Draenei Slayer;Erringt einen ehrenhaften Sieg über je einen Vertreter der unten aufgelisteten Draeneiklassen mit der Stufe 85 oder höher.;Get an honorable kill on a level 85 or greater Draenei of each of the classes listed below.;3285
5201;Profitteilung;Profit Sharing;Plündert 100.000 Gold von Kreaturen.;Loot 100,000 gold from creatures.;2992
5227;Auf Wolke sieben;Cloud Nine;Erobert in einer einzigen Schlacht auf den Zwillingsgipfeln insgesamt 9 Flaggen und bringt sie zurück.;In a single Twin Peaks battle, capture and return a total of 9 flags.;5159
5237;Siege in der Schlacht um Gilneas;Battle for Gilneas victories;Siege in der Schlacht um Gilneas;Battle for Gilneas victories;1
5254;Noobs im Fleischwolf;Newbs to Plowshares;Gewinnt eine Schlacht um Gilneas in 6 Minuten.;Win the Battle for Gilneas in 6 minutes.;3380
5323;Im Dienste der Horde;In Service of the Horde;Gewinnt 10 gewertete Schlachtfelder.;Win 10 rated battlegrounds.;1703
5416;Grubenlord Argaloth;Pit Lord Argaloth;Bezwingt den Grubenlord Argaloth.;Defeat the Pit Lord Argaloth.;3640
5436;Gildenfeldmarschälle;Guild Field Marshals;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Feldmarschall'.;Earn the Field Marshal title on all of the classes below.;3370
5464;Gilde - Heroisch: Sinestra;Heroic: Sinestra Guild Run;Bezwingt Sinestra in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;Defeat Sinestra in the Bastion of Twilight on Heroic difficulty while in a guild group.;5078
