itemid;iconname
32158;INV_Bracer_07
32159;INV_Gauntlets_31
32160;INV_Shoulder_23
32162;INV_Hammer_04
32163;INV_Chest_Chain_14
32164;INV_Gauntlets_31
32165;INV_Shoulder_15
32166;INV_Chest_Plate08
32167;INV_Pants_Plate_21
32168;INV_Shoulder_01
32169;INV_Gauntlets_04
32171;INV_Misc_Horn_03
32175;
32176;
32177;
32178;
32179;
32180;
32181;
32182;INV_Shirt_01
32183;
32184;
32185;
32186;
32187;
32189;INV_Weapon_Shortblade_29
32192;INV_Pants_12
32193;INV_Helmet_30
32197;INV_Sword_18
32199;INV_Sword_12
32200;INV_Axe_09
32201;INV_Shirt_01
32202;
32212;
32213;
32214;
32215;
32216;INV_Axe_01
32217;INV_Shield_04
32220;
32221;
32223;
32224;
32225;
32226;INV_Ammo_Arrow_01
32228;
32230;INV_Misc_Pelt_04
32231;INV_Misc_Bag_16
32232;
32233;Spell_Holy_SealOfWrath
32234;Spell_Holy_PrayerOfHealing
32235;Spell_Shadow_ScourgeBuild
32237;Spell_Nature_Purge
32238;Spell_Shadow_DetectLesserInvisibility
32239;Spell_Shadow_ImpPhaseShift
32240;Spell_Holy_HolyProtection
32241;Spell_Nature_Reincarnation
32242;Spell_Nature_ForceOfNature
32243;
32244;
32252;INV_Bracer_05
32253;INV_Bracer_18
32254;INV_Bracer_14
32255;INV_Belt_12
32256;INV_Shoulder_19
32257;INV_Banner_01
32258;INV_Shirt_07
32259;INV_Chest_Chain_12
32260;INV_Misc_Gem_Bloodstone_02
32261;INV_Misc_Fish_09
32262;INV_Misc_Fish_27
32263;INV_Chest_Plate07
32264;INV_Belt_32
32265;INV_Bracer_14
32266;
32269;INV_Bracer_15
32270;INV_Shoulder_22
32271;INV_Belt_19
32272;INV_Belt_19
32273;INV_Chest_Leather_10
32274;INV_Shoulder_29
32275;INV_Bracer_14
32276;INV_Misc_Coin_07
32277;INV_Misc_Coin_11
32278;INV_Misc_Coin_09
32279;INV_Misc_Coin_10
32280;INV_Misc_Coin_15
32281;INV_Misc_Coin_12
32282;INV_Misc_Coin_13
32283;INV_Misc_Coin_14
32284;INV_Misc_Coin_08
32285;INV_Chest_Leather_06
32286;INV_Belt_01
32287;INV_Bracer_08
32289;INV_Belt_08
32290;INV_Bracer_07
32292;INV_Shoulder_17
32296;INV_Pants_Plate_21
32297;INV_Jewelry_Necklace_22
32298;INV_Misc_Cape_22
32300;INV_Misc_Coin_08
32301;INV_Misc_ArmorKit_11
32302;Spell_Fire_SealOfFire
32305;INV_Jewelry_Ring_47
32309;
32310;INV_Helmet_33
32314;INV_Sword_18
32319;
32321;INV_Jewelry_Necklace_21
32323;INV_Jewelry_Ring_39
32326;INV_Jewelry_Necklace_19
32332;INV_Staff_31
32333;INV_Jewelry_Necklace_19
32335;INV_Jewelry_Ring_45
32337;INV_Pants_Mail_09
32339;INV_Misc_Cape_21
32340;INV_Gauntlets_26
32344;INV_Misc_Bag_10_Black
32345;INV_Boots_Chain_13
32347;INV_Jewelry_Ring_46
32348;INV_Gauntlets_14
32352;INV_Boots_Cloth_09
32353;INV_Jewelry_Ring_44
32356;INV_Sword_35
32358;INV_Chest_Plate08
32359;INV_Chest_Plate08
32360;INV_Chest_Plate08
32361;INV_Misc_Bone_TaurenSkull_01
32362;INV_Shirt_05
32363;
32364;INV_Belt_12
32365;
32366;
32367;
32369;
32371;INV_Misc_Cape_10
32376;INV_Misc_Herb_07
32377;INV_Shirt_05
32379;INV_Boots_Plate_06
32380;INV_Shoulder_05
32381;
32382;INV_Wand_12
32383;
32384;
32385;
32389;INV_Boots_Chain_04
32390;INV_Chest_Wolf
32391;INV_Belt_01
32392;
32393;
32395;INV_Jewelry_Necklace_03
32396;
32397;INV_Misc_MonsterFang_01
32399;INV_Chest_Cloth_25
32400;INV_Chest_Cloth_25
32401;INV_Pants_Cloth_14
32404;INV_Shoulder_09
32405;INV_Pants_Mail_14
32406;INV_Boots_Chain_13
32407;INV_Pants_Cloth_14
32409;INV_Shoulder_01
32410;INV_Gauntlets_16
32413;INV_Helmet_39
32414;INV_Misc_Bag_03
32415;INV_Chest_Plate07
32416;INV_Belt_32
32417;INV_Bracer_14
32418;
32419;
32420;
32421;
32422;
32423;
32425;INV_Misc_MonsterFang_01
32426;INV_Misc_Bandage_16
32427;Spell_Nature_Strength
32430;INV_Spear_04
32431;INV_Jewelry_Necklace_13
32432;INV_Misc_Gem_Topaz_02
32438;INV_Sword_37
32439;INV_Sword_37
32443;INV_Sword_01
32446;INV_Spear_03
32449;INV_Boots_09
32450;INV_Fishingpole_02
32452;INV_Fabric_Mageweave_02
32453;
32454;
32456;
32457;
32458;
32459;
32465;
32466;
32467;
32471;
32472;
32473;
32474;
32475;
32476;
32477;
32478;
32479;
32480;
32481;
32482;
32483;
32484;
32485;
32487;
32488;
32490;INV_Sword_10
32491;
32492;INV_Gauntlets_05
32493;INV_Helmet_10
32495;
32502;
32503;INV_Misc_Cape_20
32504;
32505;
32506;
32507;INV_Wand_01
32509;INV_Belt_35
32510;
32511;INV_Weapon_ShortBlade_02
32512;
32513;
32514;INV_Hammer_03
32515;INV_Misc_Book_11
32521;INV_Misc_Fish_19
32522;
32523;
32524;
32525;
32536;INV_Helmet_44
32538;INV_Misc_MonsterClaw_02
32539;INV_Misc_MonsterClaw_02
32543;INV_Potion_45
32544;INV_Chest_Cloth_12
32546;INV_Feather_11
32547;INV_Bijou_Blue
32548;INV_Bijou_Bronze
32549;INV_Bijou_Gold
32550;INV_Bijou_Green
32551;INV_Bijou_Orange
32552;INV_Bijou_Purple
32553;INV_Bijou_Red
32554;INV_Bijou_Silver
32555;INV_Bijou_Yellow
32557;INV_Stone_05
32560;INV_Shield_22
32561;INV_Shield_12
32563;INV_Boots_Cloth_09
32564;INV_Chest_Cloth_12
32565;INV_Chest_Cloth_12
32566;INV_Shoulder_17
32567;INV_Shoulder_01
32570;INV_Waepon_Bow_ZulGrub_D_01
32571;INV_Waepon_Bow_ZulGrub_D_02
32575;INV_Weapon_Shortblade_30
32576;INV_Weapon_Shortblade_31
32577;INV_Weapon_Rifle_10
32581;INV_Sword_54
32582;INV_Wand_06
32584;INV_Wand_05
32587;INV_Staff_34
32588;INV_Mace_17
32592;INV_Weapon_ShortBlade_06
32595;INV_Wand_09
32600;INV_Mace_08
32603;INV_Sword_55
32604;INV_Weapon_Halberd_12
32605;INV_Belt_14
32612;INV_Staff_35
32613;INV_Staff_33
32615;INV_Weapon_Hand_01
32617;INV_Boots_Cloth_04
32619;INV_Boots_Cloth_07
32621;INV_Boots_Plate_06
32622;INV_Boots_Plate_06
32642;INV_Boots_Plate_04
32644;INV_Belt_14
32648;INV_Sword_13
32650;INV_Misc_Food_64
32651;
32652;
32653;
32656;INV_Misc_ArmorKit_08
32657;INV_Jewelry_Ring_46
32658;Spell_Holy_PowerWordShield
32659;
32660;
32661;
32662;
32664;
32665;
32666;
32667;
32669;
32670;
32671;
32672;
32673;
32674;
32675;INV_Shirt_01
32676;
32677;INV_Wand_04
32678;INV_Jewelry_Ring_32
32685;INV_Wand_09
32691;INV_Misc_MonsterScales_12
32693;INV_ThrowingKnife_03
32694;INV_Shirt_GuildTabard_01
32695;INV_Shirt_GuildTabard_01
32700;INV_Gauntlets_30
32713;INV_Jewelry_Necklace_23
32714;INV_Jewelry_Necklace_24
32715;INV_Jewelry_Necklace_25
32716;INV_Jewelry_Necklace_26
32717;INV_Spear_02
32718;INV_Belt_13
32720;INV_Belt_14
32721;INV_Belt_12
32722;INV_Sword_55
32724;INV_Belt_13
32728;INV_Misc_Head_Dragon_Black
32732;INV_Boots_Cloth_05
32734;INV_Mask_02
32735;INV_Helmet_57
32739;INV_Shoulder_01
32740;INV_Shoulder_24
32741;INV_Shoulder_01
32745;INV_ZulGurubTrinket
32746;INV_Misc_Ribbon_01
32748;INV_Chest_Fur
32749;INV_Bracer_15
32750;INV_Belt_19
32751;INV_Gauntlets_30
32752;INV_Gauntlets_25
32753;INV_Pants_Mail_06
32755;INV_Boots_Chain_11
32756;INV_Pants_Plate_04
32757;INV_Gauntlets_10
32758;INV_Boots_Plate_03
32760;INV_Pants_Mail_15
32762;INV_Gauntlets_12
32763;INV_Weapon_Crossbow_09
32766;INV_Weapon_Bow_08
32768;Mail_GMIcon
32770;INV_Boots_Cloth_02
32772;INV_Pants_Leather_09
32773;INV_Boots_Chain_04
32774;INV_Wand_11
32775;
32776;INV_Weapon_Hand_01
32777;INV_Banner_01
32780;INV_Mace_04
32781;INV_Box_02
32782;INV_Mace_19
32784;INV_Misc_Bone_DwarfSkull_01
32785;
32786;
32787;
32788;
32789;
32790;INV_Helmet_09
32792;INV_Egg_03
32793;
32794;
32795;
32796;
32797;
32798;
32800;
32801;
32802;
32803;
32804;INV_Pants_02
32805;INV_Shirt_01
32807;
32808;
32809;
32810;
32811;INV_Gauntlets_05
32812;
32813;INV_Shoulder_15
32814;
32815;INV_Gauntlets_10
32816;INV_Pants_06
32818;INV_Chest_Plate08
32819;INV_Misc_Powder_Purple
32820;INV_Misc_MonsterScales_13
32821;INV_Boots_Plate_04
32822;INV_Boots_Plate_04
32823;Mail_GMIcon
32828;
32829;INV_Helmet_07
32830;INV_Misc_Food_59
32831;Ability_Creature_Cursed_01
32832;
32833;
32837;INV_Sword_20
32841;INV_Chest_Cloth_17
32845;INV_Scroll_09
32846;INV_Letter_08
32847;INV_Letter_07
32848;
32849;INV_Misc_Food_59
32850;Spell_Shadow_SealOfKings
32851;Spell_Nature_StoneSkinTotem
32852;
32853;
32854;
32855;
32856;
32857;
32858;INV_Wand_11
32859;INV_Boots_03
32860;INV_Shirt_05
32862;
32863;
32864;
32865;INV_Boots_01
32866;
32867;
32868;
32869;
32870;
32871;INV_Bracer_12
32872;INV_Chest_Plate07
32874;INV_Gauntlets_11
32875;INV_Bracer_05
32876;INV_Chest_Leather_02
32877;INV_Gauntlets_11
32878;INV_Enchant_ShardGlimmeringSmall
32879;Spell_Fire_SealOfFire
32880;INV_Crown_01
32882;
32883;INV_Boots_Plate_03
32884;INV_Misc_Gem_Pearl_04
32885;INV_Misc_MonsterScales_13
32886;INV_Misc_MonsterScales_14
32887;INV_Misc_MonsterScales_05
32888;INV_Shield_11
32890;INV_Gauntlets_30
32892;
32894;INV_Staff_13
32895;INV_Jewelry_Ring_36
32899;INV_Helmet_30
32900;INV_Helmet_25
32903;INV_Shoulder_16
32904;
32905;Spell_Shadow_SealOfKings
32906;INV_Helmet_01
32909;INV_Staff_20
32910;INV_Pants_Cloth_05
32912;Spell_Nature_NullWard
32916;INV_Shirt_17
32920;INV_Misc_StoneTablet_08
32922;INV_Misc_StoneTablet_11
32923;INV_Misc_StoneTablet_03
32924;INV_Pants_Cloth_05
32927;INV_Pants_Cloth_05
32931;INV_Wand_11
32932;INV_Wand_11
32933;INV_Misc_StoneTablet_04
32943;INV_Chest_Plate08
32945;INV_Chest_Plate06
32950;
32951;INV_Shirt_01
32952;
32953;
32955;INV_Misc_Food_59
32956;INV_Misc_Head_Gnome_01
32957;INV_Misc_Head_Gnome_02
32958;INV_Misc_Head_Dwarf_01
32959;INV_Misc_Head_Dwarf_02
32961;INV_Misc_Head_Elf_02
32963;Ability_Ambush
32964;INV_Misc_Head_Human_02
32965;INV_Misc_Head_Scourge_01
32966;INV_Misc_Head_Troll_02
32967;INV_Misc_Head_Troll_01
32968;INV_Misc_Head_Orc_02
32969;Ability_Warrior_WarCry
32970;INV_Misc_Head_Tauren_01
32971;INV_Misc_Head_Tauren_02
32972;INV_Misc_Head_Undead_01
32973;INV_Misc_Head_Undead_02
32974;INV_Chest_Cloth_45
32975;INV_Shirt_01
32976;
32977;
32978;INV_Helmet_24
32979;INV_Helmet_24
32980;INV_Helmet_24
32981;INV_Chest_Cloth_12
32984;INV_Chest_Cloth_02
32988;INV_Gauntlets_14
32990;INV_Gauntlets_14
32991;INV_Pants_06
32992;INV_Boots_07
32995;INV_Gauntlets_14
32996;INV_Boots_05
32997;INV_Gauntlets_19
32998;INV_Pants_07
32999;INV_Helmet_08
33000;INV_Shoulder_02
33001;INV_Chest_Cloth_09
33002;INV_Shoulder_02
33004;INV_Shoulder_23
33005;INV_Shoulder_02
33006;INV_Boots_07
33007;INV_Pants_Cloth_09
33009;INV_Boots_Cloth_03
33015;INV_Staff_36
33017;INV_Mace_20
33018;INV_Misc_Orb_01
33020;INV_Weapon_Crossbow_11
33021;INV_Misc_EngGizmos_02
33022;INV_Jewelry_Necklace_21
33023;INV_Jewelry_Amulet_07
33024;
33025;INV_Staff_Goldfeathered_01
33026;INV_Stone_WeightStone_03
33028;INV_Bracer_15
33029;INV_Pants_Mail_08
33030;INV_Gauntlets_17
33031;INV_Gauntlets_17
33033;INV_Sword_39
33034;INV_Boots_Plate_04
33036;INV_Boots_Chain_11
33040;INV_Belt_15
33041;INV_Pants_Leather_03
33042;INV_Pants_Leather_11
33045;INV_Boots_Chain_08
33047;INV_Gauntlets_29
33049;INV_Boots_Cloth_05
33051;INV_Shoulder_29
33054;INV_Chest_Cloth_39
33056;INV_Shoulder_11
33057;INV_Pants_Mail_15
33059;INV_Pants_Plate_05
33062;INV_Chest_Cloth_47
33064;Spell_Shadow_Haunting
33065;
33066;
33068;INV_Weapon_Bow_03
33069;INV_Weapon_ShortBlade_20
33070;INV_Helmet_66
33071;INV_Helmet_08
33072;INV_Hammer_22
33073;INV_Helmet_27
33076;INV_Boots_05
33077;INV_Gauntlets_19
33079;INV_Chest_Leather_01
33080;INV_Boots_05
33081;INV_Gauntlets_27
33082;INV_Helmet_08
33083;INV_Shoulder_19
33084;INV_Chest_Leather_01
33085;INV_Chest_Leather_01
33087;INV_Sword_48
33088;INV_Shoulder_19
33089;INV_Shoulder_19
33092;INV_Gauntlets_28
33095;INV_Weapon_ShortBlade_22
33096;INV_Misc_Cape_17
33097;INV_Sword_44
33098;INV_Boots_Cloth_10
33100;INV_Gauntlets_29
33101;INV_Gauntlets_32
33105;INV_Boots_Chain_09
33107;INV_Weapon_ShortBlade_27
33108;INV_Boots_07
33110;INV_Gauntlets_32
33112;INV_Boots_07
33113;INV_Spear_06
33114;INV_Boots_01
33117;INV_Boots_Plate_05
33119;INV_Pants_Leather_05
33120;INV_Hammer_14
33121;INV_Belt_30
33122;INV_Pants_Mail_16
33123;INV_Sword_35
33124;INV_Pants_Plate_12
33125;INV_Wand_12
33126;INV_Belt_26
33127;INV_Pants_Cloth_04
33128;INV_Axe_13
33129;INV_Shoulder_05
33131;INV_Bracer_10
33132;INV_Gauntlets_05
33133;INV_Shoulder_22
33134;INV_Bracer_07
33135;INV_Jewelry_Necklace_21
33136;INV_Shoulder_25
33137;INV_Bracer_19
33138;INV_Shield_15
33139;INV_Shoulder_08
33141;INV_Bracer_12
33142;INV_Misc_Cape_02
33143;INV_Hammer_10
33144;INV_Misc_Cape_19
33145;INV_Sword_22
33146;INV_Pants_Plate_18
33147;INV_Pants_Mail_08
33148;INV_Pants_Leather_01
33149;INV_Pants_Cloth_06
33150;INV_Chest_Cloth_10
33152;INV_Boots_Plate_02
33154;INV_Gauntlets_11
33155;INV_Boots_08
33157;
33158;
33160;INV_Gauntlets_17
33161;INV_Helmet_17
33162;INV_Helmet_43
33163;INV_Staff_08
33164;
33167;INV_Belt_06
33168;
33169;
33170;INV_Staff_08
33171;INV_Pick_03
33172;INV_Staff_07
33173;INV_Misc_Gem_Pearl_06
33174;INV_Helmet_31
33176;INV_Shirt_01
33177;INV_Misc_Orb_05
33178;Spell_Shadow_LifeDrain
33179;INV_Chest_Leather_09
33180;
33181;INV_Axe_04
33182;INV_Boots_01
33183;INV_Chest_Leather_03
33185;INV_Pants_06
33186;
33187;INV_Jewelry_Necklace_22
33188;INV_Jewelry_Amulet_05
33189;INV_Helmet_04
33190;
33191;Spell_Fire_FrostResistanceTotem
33192;
33195;INV_Helmet_10
33197;INV_Misc_Gem_Crystal_03
33200;Ability_Warrior_Sunder
33201;INV_Misc_Bag_10_Green
33202;Ability_Creature_Poison_05
33203;Ability_Creature_Poison_06
33204;INV_Misc_Bag_12
33205;INV_Misc_Pelt_Boar_Ruin_02
33206;
33207;INV_Jewelry_Necklace_16
33208;INV_Jewelry_Amulet_02
33209;INV_Jewelry_Talisman_06
33210;INV_Misc_Gift_05
33211;INV_Letter_04
33213;
33214;
33215;INV_Shoulder_02
33216;
33217;
33218;
33220;INV_Sword_04
33221;
33222;INV_Misc_Pelt_05
33223;
33224;INV_Box_02
33227;INV_Stone_GrindingStone_01
33228;
33229;
33232;
33235;INV_Axe_01
33236;INV_Sword_04
33237;INV_Weapon_ShortBlade_14
33239;INV_Misc_Flower_04
33240;
33242;
33244;
33245;
33246;
33248;INV_Misc_Gem_Diamond_03
33249;INV_Enchant_DustSoul
33253;INV_Weapon_ShortBlade_12
33254;INV_Staff_02
33255;INV_Axe_19
33256;INV_Chest_Cloth_33
33257;INV_Chest_Cloth_16
33258;INV_Chest_Cloth_38
33259;INV_Pants_Cloth_02
33260;INV_Boots_09
33261;INV_Torch_Unlit
33262;INV_Jewelry_Necklace_22
33263;INV_Pants_Mail_03
33264;INV_Belt_06
33265;INV_Boots_01
33266;INV_Bracer_03
33267;INV_Gauntlets_04
33268;INV_Chest_Chain_13
33269;INV_Gauntlets_04
33270;INV_Boots_01
33271;INV_Belt_04
33272;INV_Boots_06
33273;INV_Pants_10
33274;INV_Shirt_06
33275;INV_Bracer_11
33276;INV_Gauntlets_18
33277;
33278;
33279;
33280;
33281;
33282;INV_Gauntlets_05
33284;INV_Misc_Fish_26
33285;INV_Letter_16
33286;INV_Helmet_47
33287;INV_Jewelry_Talisman_03
33288;INV_Shield_21
33291;INV_Shield_15
33293;INV_Helmet_41
33296;INV_Misc_Gem_CrystalCut_01
33297;INV_Misc_Gem_AmethystRough_01
33298;INV_Misc_Gem_EmeraldRough_02
33299;INV_Staff_08
33300;INV_Axe_11
33302;INV_Weapon_ShortBlade_18
33304;INV_Sword_01
33305;INV_Shield_05
33307;INV_Shield_09
33308;INV_Mace_10
33309;INV_Shield_09
33310;INV_Shirt_05
33319;INV_Bracer_12
33320;INV_Boots_06
33321;INV_Chest_Chain
33322;INV_Chest_Chain
33323;INV_Gauntlets_06
33324;INV_Belt_05
33325;INV_Boots_01
33326;INV_Belt_03
33327;INV_Gauntlets_04
33328;INV_Bracer_10
33329;INV_Pants_12
33330;INV_Belt_04
33331;INV_Bracer_11
33333;INV_Gauntlets_18
33334;INV_Pants_09
33337;INV_Pants_03
33340;INV_Chest_Chain
33341;INV_Gauntlets_04
33342;INV_Pants_02
33343;INV_Shirt_05
33346;INV_Chest_Chain_13
33348;INV_Boots_Chain_04
33349;INV_Boots_06
33350;INV_Boots_06
33351;INV_Pants_02
33352;INV_Chest_Leather_07
33353;INV_Chest_Leather_09
33354;
33355;
33357;
33358;INV_Shoulder_05
33359;INV_Pants_Mail_03
33360;
33361;
33362;
33363;
33364;
33365;
33368;INV_Shirt_05
33369;
33370;
33371;
33372;INV_Shirt_05
33373;
33374;INV_Pants_02
33375;
33377;
33378;
33379;
33380;INV_Chest_Leather_07
33381;INV_Pants_02
33382;
33383;INV_Chest_Chain_13
33384;INV_Belt_06
33385;INV_Pants_Mail_03
33386;INV_Boots_01
33387;INV_Chest_Chain_13
33388;INV_Belt_06
33389;INV_Pants_Mail_03
33390;INV_Chest_Chain_13
33391;INV_Belt_06
33392;INV_Pants_Mail_03
33397;
33398;
33399;Ability_Spy
33401;INV_Helmet_63
33402;INV_Chest_Cloth_24
33403;
33404;
33405;
33406;
33407;
33408;
33409;INV_Helmet_30
33410;INV_Jewelry_Ring_03
33411;
33412;
33413;
33414;
33415;INV_Shoulder_02
33418;
33421;INV_Staff_15
33422;INV_Staff_13
33423;INV_Misc_StoneTablet_03
33424;INV_Misc_Flower_04
33425;INV_Weapon_ShortBlade_02
33426;INV_Misc_Flower_02
33428;INV_Wand_12
33429;INV_Staff_01
33431;INV_Mace_24
33432;
33433;INV_Pants_02
33434;INV_Axe_01
33435;INV_Axe_24
33436;INV_Gizmo_07
33437;
33438;
33439;
33440;
33441;
33442;
33443;
33444;
33456;Spell_Shadow_AntiMagicShell
33457;Spell_Shadow_GatherShadows
33458;INV_Axe_02
33460;INV_Mace22
33462;INV_Helmet_61
33466;INV_Boots_03
33467;INV_Drink_19
33468;INV_Drink_04
33469;INV_Drink_05
33470;INV_Drink_04
33471;
33472;INV_Pants_02
33473;
33474;
33475;
33476;
33477;
33478;
33479;
33480;
33481;
33483;
33484;
33485;
33486;
33487;
33488;
33489;
33490;
33491;
33492;
33493;
33494;
33495;
33496;
33497;
33498;
33499;
33500;
33501;
33503;
33504;
33505;
33506;
33508;
33509;
33510;
33511;
33512;
33513;
33514;
33515;
33516;
33517;
33518;INV_Hammer_25
33519;INV_Gauntlets_18
33520;Spell_Nature_AbolishMagic
33522;INV_Misc_Herb_02
33527;INV_Chest_Cloth_06
33528;INV_Bracer_07
33529;INV_Misc_Gem_Pearl_06
33530;INV_Bracer_12
33531;INV_Misc_Cape_07
33533;INV_Hammer_23
33534;INV_Jewelry_Ring_44
33536;INV_Axe_04
33537;INV_Jewelry_Ring_40
33538;INV_Enchant_DustStrange
33540;Ability_Hunter_Pet_Owl
33541;Spell_Shadow_DetectInvisibility
33542;INV_Shoulder_04
33543;INV_Misc_StoneTablet_02
33544;INV_Misc_ArmorKit_06
33545;INV_Misc_MonsterScales_06
33546;INV_Misc_StoneTablet_10
33547;INV_Misc_Idol_03
33548;INV_Sword_13
33549;INV_Staff_24
33550;INV_Shield_18
33551;INV_Misc_Food_50
33552;INV_Gizmo_MithrilCasing_02
33554;INV_Sword_43
33555;INV_Misc_Food_62
33566;INV_Staff_20
33567;INV_Staff_20
33572;INV_Staff_20
33573;
33574;
33575;
33576;
33577;
33578;INV_Axe_04
33579;
33580;
33581;
33582;
33583;
33584;
33585;INV_Misc_StoneTablet_11
33586;
33587;
33588;INV_Holiday_Christmas_Present_03
33589;INV_Misc_Bell_01
33590;INV_Chest_Cloth_05
33591;INV_Belt_09
33599;INV_Gauntlets_21
33601;INV_Chest_Chain_16
33603;INV_Chest_Plate16
33604;INV_Pants_Mail_10
33615;INV_Sword_48
33618;INV_Pants_Cloth_02
33624;INV_Gauntlets_21
33625;INV_Boots_Cloth_02
33626;INV_Weapon_ShortBlade_11
33627;INV_Bracer_19
33628;INV_Chest_Plate16
33629;INV_Gauntlets_10
33630;INV_Pants_04
33632;INV_Belt_09
33633;INV_Belt_27
33634;INV_Bracer_18
33635;INV_Chest_Plate03
33636;INV_Gauntlets_29
33637;INV_Pants_04
33639;INV_Boots_Plate_09
33641;INV_Boots_Cloth_03
33643;INV_Pants_Cloth_08
33644;INV_Helmet_08
33647;INV_Boots_Cloth_07
33650;INV_Chest_Cloth_07
33651;INV_Gauntlets_21
33652;INV_Pants_Cloth_07
33653;INV_Shoulder_23
33655;INV_Helmet_09
33661;INV_Boots_Cloth_07
33662;INV_Pants_Leather_01
33665;INV_Belt_28
33666;INV_Bracer_17
33667;INV_Chest_Chain_03
33668;INV_Gauntlets_10
33672;INV_Pants_03
33673;INV_Boots_08
33678;INV_Pants_Leather_07
33679;INV_Shoulder_15
33680;INV_Shoulder_20
33681;INV_Food_ChristmasFruitCake_01
33690;INV_Boots_Chain_08
33691;INV_Chest_Chain_04
33694;INV_Boots_Plate_04
33696;INV_Boots_Chain_07
33697;INV_Chest_Chain_13
33700;INV_Pants_Mail_11
33701;INV_Pants_Mail_10
33702;INV_Misc_Horn_01
33705;INV_Chest_Plate03
33706;INV_Pants_Plate_02
33708;INV_Boots_Chain_07
33709;INV_Chest_Plate12
33713;INV_Pants_Plate_03
33714;INV_Boots_Plate_05
33727;INV_Axe_15
33728;INV_Jewelry_Ring_47
33730;INV_Misc_Cape_14
33731;INV_Mace22
33732;INV_Misc_Cape_16
33733;INV_Misc_Cape_15
33734;INV_Weapon_ShortBlade_27
33735;INV_Misc_Cape_19
33736;INV_Misc_Cape_15
33737;INV_Misc_Cape_16
33741;INV_Helmet_09
33743;INV_Helmet_41
33744;INV_Helmet_41
33745;INV_Misc_Note_02
33753;Racial_Dwarf_FindTreasure
33760;Racial_Dwarf_FindTreasure
33761;Racial_Dwarf_FindTreasure
33766;Racial_Dwarf_FindTreasure
33767;Racial_Dwarf_FindTreasure
33768;Racial_Dwarf_FindTreasure
33770;Racial_Dwarf_FindTreasure
33771;Racial_Dwarf_FindTreasure
33772;Racial_Dwarf_FindTreasure
33775;Racial_Dwarf_FindTreasure
33776;Racial_Dwarf_FindTreasure
33779;Racial_Dwarf_FindTreasure
33780;Racial_Dwarf_FindTreasure
33782;Racial_Dwarf_FindTreasure
33783;Racial_Dwarf_FindTreasure
33784;Racial_Dwarf_FindTreasure
33785;Racial_Dwarf_FindTreasure
33786;INV_BannerPVP_02
33787;Racial_Dwarf_FindTreasure
33788;Racial_Dwarf_FindTreasure
33789;INV_BannerPVP_01
33791;Racial_Dwarf_FindTreasure
33792;Racial_Dwarf_FindTreasure
33793;Racial_Dwarf_FindTreasure
33794;Racial_Dwarf_FindTreasure
33796;Racial_Dwarf_FindTreasure
33799;Racial_Dwarf_FindTreasure
33802;Racial_Dwarf_FindTreasure
33803;Racial_Dwarf_FindTreasure
33804;Racial_Dwarf_FindTreasure
33806;Racial_Dwarf_FindTreasure
33807;Racial_Dwarf_FindTreasure
33808;INV_jewelry_ring_AhnQiraj_01
33809;INV_Staff_12
33810;INV_Shoulder_28
33812;INV_Shoulder_18
33814;INV_Misc_Cape_06
33817;INV_Bracer_12
33818;INV_Bracer_19
33819;INV_Gauntlets_24
33822;INV_Helmet_09
33823;INV_Pants_Cloth_06
33824;INV_Belt_18
33825;INV_Bracer_07
33828;INV_Weapon_Crossbow_06
33830;INV_Mace_24
33832;INV_Belt_09
33833;
33835;INV_Axe_04
33836;
33837;
33838;INV_Mace_23
33839;INV_Sword_57
33840;INV_Chest_Leather_07
33841;INV_Shoulder_25
33842;INV_Gauntlets_05
33845;INV_Mace_21
33848;INV_Helmet_62
33849;INV_Misc_AhnQirajTrinket_02
33851;INV_Misc_AhnQirajTrinket_04
33852;INV_Shoulder_29
33853;INV_Pants_Plate_01
33854;INV_Pants_Mail_15
33855;INV_Jewelry_Ring_AhnQiraj_04
33856;INV_Jewelry_Ring_AhnQiraj_03
33857;INV_Weapon_Bow_13
33863;INV_Boots_Chain_02
33864;INV_Jewelry_Ring_AhnQiraj_05
33867;INV_Shield_22
33868;INV_Gauntlets_30
33870;INV_Gauntlets_12
33871;INV_Misc_AhnQirajTrinket_01
33872;INV_Boots_Cloth_03
33873;INV_Boots_Cloth_05
33876;INV_Boots_Plate_04
33879;INV_Bracer_03
33880;INV_Helmet_01
33882;INV_Sword_56
33883;INV_Boots_08
33885;INV_Belt_25
33886;
33888;INV_Pants_Plate_15
33889;INV_Bracer_13
33892;INV_Boots_Chain_11
33894;INV_Weapon_ShortBlade_12
33895;INV_Chest_Cloth_17
33897;INV_Gauntlets_24
33901;INV_Helmet_15
33902;INV_Bracer_19
33903;INV_Gauntlets_31
33905;INV_Belt_13
33906;INV_Jewelry_Necklace_AhnQiraj_03
33907;INV_Jewelry_Necklace_12
33909;
33910;
33911;INV_Jewelry_Necklace_14
33912;
33913;
33916;
33917;
33918;
33919;
33921;
33922;
33923;
33928;
33930;
33931;
33934;
33936;
33940;INV_Misc_Bag_Soulbag
33941;INV_Misc_Bag_FelclothBag
33942;INV_Misc_Bag_CoreFelclothBag
33943;
33944;
33945;
33946;
33948;
33949;
33950;
33951;
33952;
33953;
33954;
33956;
33966;
33967;INV_Misc_QirajiCrystal_05
33969;INV_Misc_QirajiCrystal_04
33970;INV_Misc_QirajiCrystal_03
